Date,Time,Energy
31/08/2024,5:35PM,76.189kWh
31/08/2024,5:30PM,76.021kWh
31/08/2024,5:25PM,75.774kWh
31/08/2024,5:20PM,75.475kWh
31/08/2024,5:15PM,75.152kWh
31/08/2024,5:10PM,74.796kWh
31/08/2024,5:05PM,74.413kWh
31/08/2024,5:00PM,74.022kWh
31/08/2024,4:55PM,73.616kWh
31/08/2024,4:50PM,73.230kWh
31/08/2024,4:45PM,72.778kWh
31/08/2024,4:40PM,72.332kWh
31/08/2024,4:35PM,71.860kWh
31/08/2024,4:30PM,71.393kWh
31/08/2024,4:25PM,70.861kWh
31/08/2024,4:20PM,70.326kWh
31/08/2024,4:15PM,69.759kWh
31/08/2024,4:10PM,69.184kWh
31/08/2024,4:05PM,68.599kWh
31/08/2024,4:00PM,67.989kWh
31/08/2024,3:55PM,67.380kWh
31/08/2024,3:50PM,66.774kWh
31/08/2024,3:45PM,66.135kWh
31/08/2024,3:40PM,65.472kWh
31/08/2024,3:35PM,64.799kWh
31/08/2024,3:30PM,64.114kWh
31/08/2024,3:25PM,63.411kWh
31/08/2024,3:20PM,62.687kWh
31/08/2024,3:15PM,61.959kWh
31/08/2024,3:10PM,61.228kWh
31/08/2024,3:05PM,60.487kWh
31/08/2024,3:00PM,59.738kWh
31/08/2024,2:55PM,58.983kWh
31/08/2024,2:50PM,58.219kWh
31/08/2024,2:45PM,57.429kWh
31/08/2024,2:40PM,56.643kWh
31/08/2024,2:35PM,55.851kWh
31/08/2024,2:30PM,55.043kWh
31/08/2024,2:25PM,54.230kWh
31/08/2024,2:20PM,53.429kWh
31/08/2024,2:15PM,52.611kWh
31/08/2024,2:10PM,51.780kWh
31/08/2024,2:05PM,50.955kWh
31/08/2024,2:00PM,50.132kWh
31/08/2024,1:55PM,49.294kWh
31/08/2024,1:50PM,48.451kWh
31/08/2024,1:45PM,47.623kWh
31/08/2024,1:40PM,46.759kWh
31/08/2024,1:35PM,45.914kWh
31/08/2024,1:30PM,45.091kWh
31/08/2024,1:25PM,44.242kWh
31/08/2024,1:20PM,43.383kWh
31/08/2024,1:15PM,42.532kWh
31/08/2024,1:10PM,41.698kWh
31/08/2024,1:05PM,40.905kWh
31/08/2024,1:00PM,40.176kWh
31/08/2024,12:55PM,39.312kWh
31/08/2024,12:50PM,38.454kWh
31/08/2024,12:45PM,37.592kWh
31/08/2024,12:40PM,36.722kWh
31/08/2024,12:35PM,35.853kWh
31/08/2024,12:30PM,34.993kWh
31/08/2024,12:25PM,34.123kWh
31/08/2024,12:20PM,33.265kWh
31/08/2024,12:15PM,32.412kWh
31/08/2024,12:10PM,31.568kWh
31/08/2024,12:05PM,30.727kWh
31/08/2024,12:00PM,29.930kWh
31/08/2024,11:55AM,29.126kWh
31/08/2024,11:50AM,28.322kWh
31/08/2024,11:45AM,27.536kWh
31/08/2024,11:40AM,26.737kWh
31/08/2024,11:35AM,25.942kWh
31/08/2024,11:30AM,25.152kWh
31/08/2024,11:25AM,24.369kWh
31/08/2024,11:20AM,23.587kWh
31/08/2024,11:15AM,22.816kWh
31/08/2024,11:10AM,22.048kWh
31/08/2024,11:05AM,21.291kWh
31/08/2024,11:00AM,20.539kWh
31/08/2024,10:55AM,19.799kWh
31/08/2024,10:50AM,19.063kWh
31/08/2024,10:45AM,18.344kWh
31/08/2024,10:40AM,17.631kWh
31/08/2024,10:35AM,16.927kWh
31/08/2024,10:30AM,16.225kWh
31/08/2024,10:25AM,15.541kWh
31/08/2024,10:20AM,14.858kWh
31/08/2024,10:15AM,14.189kWh
31/08/2024,10:10AM,13.523kWh
31/08/2024,10:05AM,12.868kWh
31/08/2024,10:00AM,12.227kWh
31/08/2024,9:55AM,11.608kWh
31/08/2024,9:50AM,10.993kWh
31/08/2024,9:45AM,10.389kWh
31/08/2024,9:40AM,9.799kWh
31/08/2024,9:35AM,9.225kWh
31/08/2024,9:30AM,8.661kWh
31/08/2024,9:25AM,8.109kWh
31/08/2024,9:20AM,7.571kWh
31/08/2024,9:15AM,7.052kWh
31/08/2024,9:10AM,6.541kWh
31/08/2024,9:05AM,6.053kWh
31/08/2024,9:00AM,5.581kWh
31/08/2024,8:55AM,5.121kWh
31/08/2024,8:50AM,4.683kWh
31/08/2024,8:45AM,4.265kWh
31/08/2024,8:40AM,3.864kWh
31/08/2024,8:35AM,3.477kWh
31/08/2024,8:30AM,3.115kWh
31/08/2024,8:25AM,2.771kWh
31/08/2024,8:20AM,2.451kWh
31/08/2024,8:15AM,2.145kWh
31/08/2024,8:10AM,1.864kWh
31/08/2024,8:05AM,1.604kWh
31/08/2024,8:00AM,1.365kWh
31/08/2024,7:55AM,1.148kWh
31/08/2024,7:50AM,0.953kWh
31/08/2024,7:45AM,0.780kWh
31/08/2024,7:40AM,0.622kWh
31/08/2024,7:35AM,0.491kWh
31/08/2024,7:30AM,0.379kWh
31/08/2024,7:25AM,0.284kWh
31/08/2024,7:20AM,0.206kWh
31/08/2024,7:15AM,0.144kWh
31/08/2024,7:10AM,0.095kWh
31/08/2024,7:05AM,0.057kWh
31/08/2024,7:00AM,0.034kWh
31/08/2024,6:55AM,0.019kWh
31/08/2024,6:50AM,0.009kWh
31/08/2024,6:45AM,0.004kWh
31/08/2024,6:40AM,0.001kWh
31/08/2024,6:35AM,0.000kWh
31/08/2024,6:30AM,0.000kWh
31/08/2024,6:25AM,0.000kWh
31/08/2024,6:20AM,0.000kWh
31/08/2024,6:15AM,0.000kWh
31/08/2024,6:10AM,0.000kWh
31/08/2024,6:05AM,0.000kWh
31/08/2024,6:00AM,0.000kWh
31/08/2024,5:55AM,0.000kWh
31/08/2024,5:50AM,0.000kWh
31/08/2024,5:45AM,0.000kWh
31/08/2024,5:40AM,0.000kWh
31/08/2024,5:35AM,0.000kWh
31/08/2024,5:30AM,0.000kWh
31/08/2024,5:25AM,0.000kWh
31/08/2024,5:20AM,0.000kWh
31/08/2024,5:15AM,0.000kWh
31/08/2024,5:10AM,0.000kWh
31/08/2024,5:05AM,0.000kWh
31/08/2024,5:00AM,0.000kWh
31/08/2024,4:55AM,0.000kWh
31/08/2024,4:50AM,0.000kWh
31/08/2024,4:45AM,0.000kWh
31/08/2024,4:40AM,0.000kWh
31/08/2024,4:35AM,0.000kWh
31/08/2024,4:30AM,0.000kWh
31/08/2024,4:25AM,0.000kWh
31/08/2024,4:20AM,0.000kWh
31/08/2024,4:15AM,0.000kWh
31/08/2024,4:10AM,0.000kWh
31/08/2024,4:05AM,0.000kWh
31/08/2024,4:00AM,0.000kWh
31/08/2024,3:55AM,0.000kWh
31/08/2024,3:50AM,0.000kWh
31/08/2024,3:45AM,0.000kWh
31/08/2024,3:40AM,0.000kWh
31/08/2024,3:35AM,0.000kWh
31/08/2024,3:30AM,0.000kWh
31/08/2024,3:25AM,0.000kWh
31/08/2024,3:20AM,0.000kWh
31/08/2024,3:15AM,0.000kWh
31/08/2024,3:10AM,0.000kWh
31/08/2024,3:05AM,0.000kWh
31/08/2024,3:00AM,0.000kWh
31/08/2024,2:55AM,0.000kWh
31/08/2024,2:50AM,0.000kWh
31/08/2024,2:45AM,0.000kWh
31/08/2024,2:40AM,0.000kWh
31/08/2024,2:35AM,0.000kWh
31/08/2024,2:30AM,0.000kWh
31/08/2024,2:25AM,0.000kWh
31/08/2024,2:20AM,0.000kWh
31/08/2024,2:15AM,0.000kWh
31/08/2024,2:10AM,0.000kWh
31/08/2024,2:05AM,0.000kWh
31/08/2024,2:00AM,0.000kWh
31/08/2024,1:55AM,0.000kWh
31/08/2024,1:50AM,0.000kWh
31/08/2024,1:45AM,0.000kWh
31/08/2024,1:40AM,0.000kWh
31/08/2024,1:35AM,0.000kWh
31/08/2024,1:30AM,0.000kWh
31/08/2024,1:25AM,0.000kWh
31/08/2024,1:20AM,0.000kWh
31/08/2024,1:15AM,0.000kWh
31/08/2024,1:10AM,0.000kWh
31/08/2024,1:05AM,0.000kWh
31/08/2024,1:00AM,0.000kWh
31/08/2024,12:55AM,0.000kWh
31/08/2024,12:50AM,0.000kWh
31/08/2024,12:45AM,0.000kWh
31/08/2024,12:40AM,0.000kWh
31/08/2024,12:35AM,0.000kWh
31/08/2024,12:30AM,0.000kWh
31/08/2024,12:25AM,0.000kWh
31/08/2024,12:20AM,0.000kWh
31/08/2024,12:15AM,0.000kWh
31/08/2024,12:10AM,0.000kWh
31/08/2024,12:05AM,0.000kWh
31/08/2024,12:00AM,0.000kWh
30/08/2024,11:55PM,79.227kWh
30/08/2024,11:50PM,79.227kWh
30/08/2024,11:45PM,79.227kWh
30/08/2024,11:40PM,79.227kWh
30/08/2024,11:35PM,79.227kWh
30/08/2024,11:30PM,79.227kWh
30/08/2024,11:25PM,79.227kWh
30/08/2024,11:20PM,79.227kWh
30/08/2024,11:15PM,79.227kWh
30/08/2024,11:10PM,79.227kWh
30/08/2024,11:05PM,79.227kWh
30/08/2024,11:00PM,79.227kWh
30/08/2024,10:55PM,79.227kWh
30/08/2024,10:50PM,79.227kWh
30/08/2024,10:45PM,79.227kWh
30/08/2024,10:40PM,79.227kWh
30/08/2024,10:35PM,79.227kWh
30/08/2024,10:30PM,79.227kWh
30/08/2024,10:25PM,79.227kWh
30/08/2024,10:20PM,79.227kWh
30/08/2024,10:15PM,79.227kWh
30/08/2024,10:10PM,79.227kWh
30/08/2024,10:05PM,79.227kWh
30/08/2024,10:00PM,79.227kWh
30/08/2024,9:55PM,79.227kWh
30/08/2024,9:50PM,79.227kWh
30/08/2024,9:45PM,79.227kWh
30/08/2024,9:40PM,79.227kWh
30/08/2024,9:35PM,79.227kWh
30/08/2024,9:30PM,79.227kWh
30/08/2024,9:25PM,79.227kWh
30/08/2024,9:20PM,79.227kWh
30/08/2024,9:15PM,79.227kWh
30/08/2024,9:10PM,79.227kWh
30/08/2024,9:05PM,79.227kWh
30/08/2024,9:00PM,79.227kWh
30/08/2024,8:55PM,79.227kWh
30/08/2024,8:50PM,79.227kWh
30/08/2024,8:45PM,79.227kWh
30/08/2024,8:40PM,79.227kWh
30/08/2024,8:35PM,79.227kWh
30/08/2024,8:30PM,79.227kWh
30/08/2024,8:25PM,79.227kWh
30/08/2024,8:20PM,79.227kWh
30/08/2024,8:15PM,79.227kWh
30/08/2024,8:10PM,79.227kWh
30/08/2024,8:05PM,79.227kWh
30/08/2024,8:00PM,79.227kWh
30/08/2024,7:55PM,79.227kWh
30/08/2024,7:50PM,79.227kWh
30/08/2024,7:45PM,79.227kWh
30/08/2024,7:40PM,79.227kWh
30/08/2024,7:35PM,79.226kWh
30/08/2024,7:30PM,79.224kWh
30/08/2024,7:25PM,79.220kWh
30/08/2024,7:20PM,79.215kWh
30/08/2024,7:15PM,79.209kWh
30/08/2024,7:10PM,79.201kWh
30/08/2024,7:05PM,79.189kWh
30/08/2024,7:00PM,79.176kWh
30/08/2024,6:55PM,79.161kWh
30/08/2024,6:50PM,79.141kWh
30/08/2024,6:45PM,79.120kWh
30/08/2024,6:40PM,79.094kWh
30/08/2024,6:35PM,79.068kWh
30/08/2024,6:30PM,79.033kWh
30/08/2024,6:25PM,78.993kWh
30/08/2024,6:20PM,78.951kWh
30/08/2024,6:15PM,78.895kWh
30/08/2024,6:10PM,78.820kWh
30/08/2024,6:05PM,78.743kWh
30/08/2024,6:00PM,78.642kWh
30/08/2024,5:55PM,78.518kWh
30/08/2024,5:50PM,78.380kWh
30/08/2024,5:45PM,78.200kWh
30/08/2024,5:40PM,78.001kWh
30/08/2024,5:35PM,77.770kWh
30/08/2024,5:30PM,77.509kWh
30/08/2024,5:25PM,77.217kWh
30/08/2024,5:20PM,76.924kWh
30/08/2024,5:15PM,76.598kWh
30/08/2024,5:10PM,76.231kWh
30/08/2024,5:05PM,75.860kWh
30/08/2024,5:00PM,75.464kWh
30/08/2024,4:55PM,75.038kWh
30/08/2024,4:50PM,74.643kWh
30/08/2024,4:45PM,74.205kWh
30/08/2024,4:40PM,73.731kWh
30/08/2024,4:35PM,73.230kWh
30/08/2024,4:30PM,72.711kWh
30/08/2024,4:25PM,72.178kWh
30/08/2024,4:20PM,71.631kWh
30/08/2024,4:15PM,71.059kWh
30/08/2024,4:10PM,70.483kWh
30/08/2024,4:05PM,69.886kWh
30/08/2024,4:00PM,69.262kWh
30/08/2024,3:55PM,68.626kWh
30/08/2024,3:50PM,68.007kWh
30/08/2024,3:45PM,67.373kWh
30/08/2024,3:40PM,66.712kWh
30/08/2024,3:35PM,66.024kWh
30/08/2024,3:30PM,65.321kWh
30/08/2024,3:25PM,64.605kWh
30/08/2024,3:20PM,63.877kWh
30/08/2024,3:15PM,63.137kWh
30/08/2024,3:10PM,62.386kWh
30/08/2024,3:05PM,61.628kWh
30/08/2024,3:00PM,60.865kWh
30/08/2024,2:55PM,60.103kWh
30/08/2024,2:50PM,59.321kWh
30/08/2024,2:45PM,58.531kWh
30/08/2024,2:40PM,57.733kWh
30/08/2024,2:35PM,56.926kWh
30/08/2024,2:30PM,56.114kWh
30/08/2024,2:25PM,55.301kWh
30/08/2024,2:20PM,54.476kWh
30/08/2024,2:15PM,53.652kWh
30/08/2024,2:10PM,52.812kWh
30/08/2024,2:05PM,51.968kWh
30/08/2024,2:00PM,51.116kWh
30/08/2024,1:55PM,50.262kWh
30/08/2024,1:50PM,49.396kWh
30/08/2024,1:45PM,48.536kWh
30/08/2024,1:40PM,47.680kWh
30/08/2024,1:35PM,46.807kWh
30/08/2024,1:30PM,45.936kWh
30/08/2024,1:25PM,45.056kWh
30/08/2024,1:20PM,44.188kWh
30/08/2024,1:15PM,43.315kWh
30/08/2024,1:10PM,42.444kWh
30/08/2024,1:05PM,41.577kWh
30/08/2024,1:00PM,40.703kWh
30/08/2024,12:55PM,39.822kWh
30/08/2024,12:50PM,38.964kWh
30/08/2024,12:45PM,38.111kWh
30/08/2024,12:40PM,37.227kWh
30/08/2024,12:35PM,36.389kWh
30/08/2024,12:30PM,35.534kWh
30/08/2024,12:25PM,34.655kWh
30/08/2024,12:20PM,33.767kWh
30/08/2024,12:15PM,32.891kWh
30/08/2024,12:10PM,32.020kWh
30/08/2024,12:05PM,31.525kWh
30/08/2024,12:00PM,30.661kWh
30/08/2024,11:55AM,29.829kWh
30/08/2024,11:50AM,29.010kWh
30/08/2024,11:45AM,28.189kWh
30/08/2024,11:40AM,27.373kWh
30/08/2024,11:35AM,26.565kWh
30/08/2024,11:30AM,25.756kWh
30/08/2024,11:25AM,24.949kWh
30/08/2024,11:20AM,24.154kWh
30/08/2024,11:15AM,23.361kWh
30/08/2024,11:10AM,22.584kWh
30/08/2024,11:05AM,21.799kWh
30/08/2024,11:00AM,21.029kWh
30/08/2024,10:55AM,20.263kWh
30/08/2024,10:50AM,19.500kWh
30/08/2024,10:45AM,18.743kWh
30/08/2024,10:40AM,17.987kWh
30/08/2024,10:35AM,17.247kWh
30/08/2024,10:30AM,16.513kWh
30/08/2024,10:25AM,15.792kWh
30/08/2024,10:20AM,15.077kWh
30/08/2024,10:15AM,14.378kWh
30/08/2024,10:10AM,13.696kWh
30/08/2024,10:05AM,13.015kWh
30/08/2024,10:00AM,12.350kWh
30/08/2024,9:55AM,11.715kWh
30/08/2024,9:50AM,11.063kWh
30/08/2024,9:45AM,10.440kWh
30/08/2024,9:40AM,9.836kWh
30/08/2024,9:35AM,9.240kWh
30/08/2024,9:30AM,8.669kWh
30/08/2024,9:25AM,8.107kWh
30/08/2024,9:20AM,7.560kWh
30/08/2024,9:15AM,7.034kWh
30/08/2024,9:10AM,6.522kWh
30/08/2024,9:05AM,6.040kWh
30/08/2024,9:00AM,5.570kWh
30/08/2024,8:55AM,5.111kWh
30/08/2024,8:50AM,4.671kWh
30/08/2024,8:45AM,4.252kWh
30/08/2024,8:40AM,3.850kWh
30/08/2024,8:35AM,3.469kWh
30/08/2024,8:30AM,3.107kWh
30/08/2024,8:25AM,2.757kWh
30/08/2024,8:20AM,2.444kWh
30/08/2024,8:15AM,2.138kWh
30/08/2024,8:10AM,1.859kWh
30/08/2024,8:05AM,1.604kWh
30/08/2024,8:00AM,1.371kWh
30/08/2024,7:55AM,1.157kWh
30/08/2024,7:50AM,0.966kWh
30/08/2024,7:45AM,0.790kWh
30/08/2024,7:40AM,0.638kWh
30/08/2024,7:35AM,0.507kWh
30/08/2024,7:30AM,0.394kWh
30/08/2024,7:25AM,0.299kWh
30/08/2024,7:20AM,0.225kWh
30/08/2024,7:15AM,0.165kWh
30/08/2024,7:10AM,0.116kWh
30/08/2024,7:05AM,0.079kWh
30/08/2024,7:00AM,0.050kWh
30/08/2024,6:55AM,0.029kWh
30/08/2024,6:50AM,0.015kWh
30/08/2024,6:45AM,0.007kWh
30/08/2024,6:40AM,0.003kWh
30/08/2024,6:35AM,0.000kWh
30/08/2024,6:30AM,0.000kWh
30/08/2024,6:25AM,0.000kWh
30/08/2024,6:20AM,0.000kWh
30/08/2024,6:15AM,0.000kWh
30/08/2024,6:10AM,0.000kWh
30/08/2024,6:05AM,0.000kWh
30/08/2024,6:00AM,0.000kWh
30/08/2024,5:55AM,0.000kWh
30/08/2024,5:50AM,0.000kWh
30/08/2024,5:45AM,0.000kWh
30/08/2024,5:40AM,0.000kWh
30/08/2024,5:35AM,0.000kWh
30/08/2024,5:30AM,0.000kWh
30/08/2024,5:25AM,0.000kWh
30/08/2024,5:20AM,0.000kWh
30/08/2024,5:15AM,0.000kWh
30/08/2024,5:10AM,0.000kWh
30/08/2024,5:05AM,0.000kWh
30/08/2024,5:00AM,0.000kWh
30/08/2024,4:55AM,0.000kWh
30/08/2024,4:50AM,0.000kWh
30/08/2024,4:45AM,0.000kWh
30/08/2024,4:40AM,0.000kWh
30/08/2024,4:35AM,0.000kWh
30/08/2024,4:30AM,0.000kWh
30/08/2024,4:25AM,0.000kWh
30/08/2024,4:20AM,0.000kWh
30/08/2024,4:15AM,0.000kWh
30/08/2024,4:10AM,0.000kWh
30/08/2024,4:05AM,0.000kWh
30/08/2024,4:00AM,0.000kWh
30/08/2024,3:55AM,0.000kWh
30/08/2024,3:50AM,0.000kWh
30/08/2024,3:45AM,0.000kWh
30/08/2024,3:40AM,0.000kWh
30/08/2024,3:35AM,0.000kWh
30/08/2024,3:30AM,0.000kWh
30/08/2024,3:25AM,0.000kWh
30/08/2024,3:20AM,0.000kWh
30/08/2024,3:15AM,0.000kWh
30/08/2024,3:10AM,0.000kWh
30/08/2024,3:05AM,0.000kWh
30/08/2024,3:00AM,0.000kWh
30/08/2024,2:55AM,0.000kWh
30/08/2024,2:50AM,0.000kWh
30/08/2024,2:45AM,0.000kWh
30/08/2024,2:40AM,0.000kWh
30/08/2024,2:35AM,0.000kWh
30/08/2024,2:30AM,0.000kWh
30/08/2024,2:25AM,0.000kWh
30/08/2024,2:20AM,0.000kWh
30/08/2024,2:15AM,0.000kWh
30/08/2024,2:10AM,0.000kWh
30/08/2024,2:05AM,0.000kWh
30/08/2024,2:00AM,0.000kWh
30/08/2024,1:55AM,0.000kWh
30/08/2024,1:50AM,0.000kWh
30/08/2024,1:45AM,0.000kWh
30/08/2024,1:40AM,0.000kWh
30/08/2024,1:35AM,0.000kWh
30/08/2024,1:30AM,0.000kWh
30/08/2024,1:25AM,0.000kWh
30/08/2024,1:20AM,0.000kWh
30/08/2024,1:15AM,0.000kWh
30/08/2024,1:10AM,0.000kWh
30/08/2024,1:05AM,0.000kWh
30/08/2024,1:00AM,0.000kWh
30/08/2024,12:55AM,0.000kWh
30/08/2024,12:50AM,0.000kWh
30/08/2024,12:45AM,0.000kWh
30/08/2024,12:40AM,0.000kWh
30/08/2024,12:35AM,0.000kWh
30/08/2024,12:30AM,0.000kWh
30/08/2024,12:25AM,0.000kWh
30/08/2024,12:20AM,0.000kWh
30/08/2024,12:15AM,0.000kWh
30/08/2024,12:10AM,0.000kWh
30/08/2024,12:05AM,0.000kWh
30/08/2024,12:00AM,0.000kWh
29/08/2024,11:55PM,73.503kWh
29/08/2024,11:50PM,73.503kWh
29/08/2024,11:45PM,73.503kWh
29/08/2024,11:40PM,73.503kWh
29/08/2024,11:35PM,73.503kWh
29/08/2024,11:30PM,73.503kWh
29/08/2024,11:25PM,73.503kWh
29/08/2024,11:20PM,73.503kWh
29/08/2024,11:15PM,73.503kWh
29/08/2024,11:10PM,73.503kWh
29/08/2024,11:05PM,73.503kWh
29/08/2024,11:00PM,73.503kWh
29/08/2024,10:55PM,73.503kWh
29/08/2024,10:50PM,73.503kWh
29/08/2024,10:45PM,73.503kWh
29/08/2024,10:40PM,73.503kWh
29/08/2024,10:35PM,73.503kWh
29/08/2024,10:30PM,73.503kWh
29/08/2024,10:25PM,73.503kWh
29/08/2024,10:20PM,73.503kWh
29/08/2024,10:15PM,73.503kWh
29/08/2024,10:10PM,73.503kWh
29/08/2024,10:05PM,73.503kWh
29/08/2024,10:00PM,73.503kWh
29/08/2024,9:55PM,73.503kWh
29/08/2024,9:50PM,73.503kWh
29/08/2024,9:45PM,73.503kWh
29/08/2024,9:40PM,73.503kWh
29/08/2024,9:35PM,73.503kWh
29/08/2024,9:30PM,73.503kWh
29/08/2024,9:25PM,73.503kWh
29/08/2024,9:20PM,73.503kWh
29/08/2024,9:15PM,73.503kWh
29/08/2024,9:10PM,73.503kWh
29/08/2024,9:05PM,73.503kWh
29/08/2024,9:00PM,73.503kWh
29/08/2024,8:55PM,73.503kWh
29/08/2024,8:50PM,73.503kWh
29/08/2024,8:45PM,73.503kWh
29/08/2024,8:40PM,73.503kWh
29/08/2024,8:35PM,73.503kWh
29/08/2024,8:30PM,73.503kWh
29/08/2024,8:25PM,73.503kWh
29/08/2024,8:20PM,73.503kWh
29/08/2024,8:15PM,73.503kWh
29/08/2024,8:10PM,73.503kWh
29/08/2024,8:05PM,73.503kWh
29/08/2024,8:00PM,73.503kWh
29/08/2024,7:55PM,73.503kWh
29/08/2024,7:50PM,73.503kWh
29/08/2024,7:45PM,73.503kWh
29/08/2024,7:40PM,73.503kWh
29/08/2024,7:35PM,73.502kWh
29/08/2024,7:30PM,73.500kWh
29/08/2024,7:25PM,73.497kWh
29/08/2024,7:20PM,73.492kWh
29/08/2024,7:15PM,73.485kWh
29/08/2024,7:10PM,73.475kWh
29/08/2024,7:05PM,73.461kWh
29/08/2024,7:00PM,73.445kWh
29/08/2024,6:55PM,73.426kWh
29/08/2024,6:50PM,73.403kWh
29/08/2024,6:45PM,73.377kWh
29/08/2024,6:40PM,73.347kWh
29/08/2024,6:35PM,73.313kWh
29/08/2024,6:30PM,73.274kWh
29/08/2024,6:25PM,73.229kWh
29/08/2024,6:20PM,73.182kWh
29/08/2024,6:15PM,73.119kWh
29/08/2024,6:10PM,73.041kWh
29/08/2024,6:05PM,72.955kWh
29/08/2024,6:00PM,72.845kWh
29/08/2024,5:55PM,72.713kWh
29/08/2024,5:50PM,72.561kWh
29/08/2024,5:45PM,72.384kWh
29/08/2024,5:40PM,72.176kWh
29/08/2024,5:35PM,71.939kWh
29/08/2024,5:30PM,71.671kWh
29/08/2024,5:25PM,71.379kWh
29/08/2024,5:20PM,71.069kWh
29/08/2024,5:15PM,70.728kWh
29/08/2024,5:10PM,70.366kWh
29/08/2024,5:05PM,69.986kWh
29/08/2024,5:00PM,69.584kWh
29/08/2024,4:55PM,69.155kWh
29/08/2024,4:50PM,68.745kWh
29/08/2024,4:45PM,68.298kWh
29/08/2024,4:40PM,67.813kWh
29/08/2024,4:35PM,67.309kWh
29/08/2024,4:30PM,66.784kWh
29/08/2024,4:25PM,66.253kWh
29/08/2024,4:20PM,65.697kWh
29/08/2024,4:15PM,65.133kWh
29/08/2024,4:10PM,64.550kWh
29/08/2024,4:05PM,63.940kWh
29/08/2024,4:00PM,63.309kWh
29/08/2024,3:55PM,62.666kWh
29/08/2024,3:50PM,62.016kWh
29/08/2024,3:45PM,61.344kWh
29/08/2024,3:40PM,60.678kWh
29/08/2024,3:35PM,60.111kWh
29/08/2024,3:30PM,59.518kWh
29/08/2024,3:25PM,59.006kWh
29/08/2024,3:20PM,58.444kWh
29/08/2024,3:15PM,57.828kWh
29/08/2024,3:10PM,57.340kWh
29/08/2024,3:05PM,56.977kWh
29/08/2024,3:00PM,56.747kWh
29/08/2024,2:55PM,56.438kWh
29/08/2024,2:50PM,55.907kWh
29/08/2024,2:45PM,55.294kWh
29/08/2024,2:40PM,54.466kWh
29/08/2024,2:35PM,53.613kWh
29/08/2024,2:30PM,52.848kWh
29/08/2024,2:25PM,52.424kWh
29/08/2024,2:20PM,51.732kWh
29/08/2024,2:15PM,50.936kWh
29/08/2024,2:10PM,50.164kWh
29/08/2024,2:05PM,49.312kWh
29/08/2024,2:00PM,48.476kWh
29/08/2024,1:55PM,47.641kWh
29/08/2024,1:50PM,47.006kWh
29/08/2024,1:45PM,46.611kWh
29/08/2024,1:40PM,46.112kWh
29/08/2024,1:35PM,45.872kWh
29/08/2024,1:30PM,45.494kWh
29/08/2024,1:25PM,44.678kWh
29/08/2024,1:20PM,43.787kWh
29/08/2024,1:15PM,42.931kWh
29/08/2024,1:10PM,42.080kWh
29/08/2024,1:05PM,41.224kWh
29/08/2024,1:00PM,40.378kWh
29/08/2024,12:55PM,39.540kWh
29/08/2024,12:50PM,38.701kWh
29/08/2024,12:45PM,37.878kWh
29/08/2024,12:40PM,37.032kWh
29/08/2024,12:35PM,36.212kWh
29/08/2024,12:30PM,35.378kWh
29/08/2024,12:25PM,34.533kWh
29/08/2024,12:20PM,33.704kWh
29/08/2024,12:15PM,32.868kWh
29/08/2024,12:10PM,32.027kWh
29/08/2024,12:05PM,31.204kWh
29/08/2024,12:00PM,30.371kWh
29/08/2024,11:55AM,29.520kWh
29/08/2024,11:50AM,28.708kWh
29/08/2024,11:45AM,27.890kWh
29/08/2024,11:40AM,27.055kWh
29/08/2024,11:35AM,26.267kWh
29/08/2024,11:30AM,25.461kWh
29/08/2024,11:25AM,24.664kWh
29/08/2024,11:20AM,23.856kWh
29/08/2024,11:15AM,23.065kWh
29/08/2024,11:10AM,22.264kWh
29/08/2024,11:05AM,21.490kWh
29/08/2024,11:00AM,20.710kWh
29/08/2024,10:55AM,19.935kWh
29/08/2024,10:50AM,19.185kWh
29/08/2024,10:45AM,18.437kWh
29/08/2024,10:40AM,17.695kWh
29/08/2024,10:35AM,16.964kWh
29/08/2024,10:30AM,16.249kWh
29/08/2024,10:25AM,15.536kWh
29/08/2024,10:20AM,14.836kWh
29/08/2024,10:15AM,14.161kWh
29/08/2024,10:10AM,13.482kWh
29/08/2024,10:05AM,12.799kWh
29/08/2024,10:00AM,12.149kWh
29/08/2024,9:55AM,11.526kWh
29/08/2024,9:50AM,10.899kWh
29/08/2024,9:45AM,10.286kWh
29/08/2024,9:40AM,9.686kWh
29/08/2024,9:35AM,9.101kWh
29/08/2024,9:30AM,8.535kWh
29/08/2024,9:25AM,7.969kWh
29/08/2024,9:20AM,7.441kWh
29/08/2024,9:15AM,6.920kWh
29/08/2024,9:10AM,6.416kWh
29/08/2024,9:05AM,5.930kWh
29/08/2024,9:00AM,5.460kWh
29/08/2024,8:55AM,4.999kWh
29/08/2024,8:50AM,4.564kWh
29/08/2024,8:45AM,4.147kWh
29/08/2024,8:40AM,3.748kWh
29/08/2024,8:35AM,3.365kWh
29/08/2024,8:30AM,3.006kWh
29/08/2024,8:25AM,2.666kWh
29/08/2024,8:20AM,2.347kWh
29/08/2024,8:15AM,2.046kWh
29/08/2024,8:10AM,1.769kWh
29/08/2024,8:05AM,1.510kWh
29/08/2024,8:00AM,1.277kWh
29/08/2024,7:55AM,1.064kWh
29/08/2024,7:50AM,0.874kWh
29/08/2024,7:45AM,0.704kWh
29/08/2024,7:40AM,0.552kWh
29/08/2024,7:35AM,0.407kWh
29/08/2024,7:30AM,0.324kWh
29/08/2024,7:25AM,0.253kWh
